ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
2164,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-7891,25/04/2018,"Respuesta a su comunicación, CI.004/GP4164/18/7.4.1 del 26 de Marzo de 2018 (Rad. Interno ALMA-R-2018-1051), Entrega de un (1) expediente predial de la unidad funcional 3 para aprobación de ficha predial.",15_04_Comunic_Recibidas/2018/CI004_GP-7891_070401_CON_1654_EXP_PREDIAL.pdf
2167,9,,,CONSORCIO 4C,GP-8457,,,15_04_Comunic_Recibidas/2018/CI004_GP-8457_070115_CON_2053_MANEJ_SUBCTA_REDES.pdf
2166,2,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9141,15/11/2018,Solicitud permiso de cierre total Ruta Nacional 5008 entre PR04+300 y PR05+300 los días 21 y 22 de noviembre - Ejecución prueba de carga de puente nuevo localizado en el PR04+800 sector VICON,15_04_Comunic_Recibidas/2018/CI004_GP-9141_070111_CON_4318_CARGA_PTE_PR04+800_VICON.pdf
2168,1,,,CONSORCIO 4C,GP-9297,,,15_04_Comunic_Recibidas/2018/CI004_GP-9297_070406_CON_4441_EXP_AVALUO.pdf
2165,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9107,26/10/2018,Respuesta comunicación CI.004/GP5378/18/7.4.1 del 12 de Octubre de 2018 (Rad. Interno ALMA-2018-3215) Entrega del expediente ALMA-2-0004-2 para aprobación.,15_04_Comunic_Recibidas/2018/CI004_GP-9107_070401_CON_4126_EXP_PREDIAL.pdf
2169,1,,,CONSORCIO 4C,GP-7238,,,15_04_Comunic_Recibidas/2018/CI004_GP-7238_070401_CON_0821_SABANA_PREDIA.pdf
2170,3,,,CONSORCIO 4C,GP-7268,0 de Febrero de 2018,,15_04_Comunic_Recibidas/2018/CI004_GP-7268_070208_CON_0843_GCSP-F009_ENE18.pdf
2171,1,,,CONSORCIO 4C,GP-8041,,,15_04_Comunic_Recibidas/2018/CI004_GP-8041_070103_CON_2271_VIG_PTES_K3_K5.pdf
2172,1,,,CONSORCIO 4C,GP-8450,,,15_04_Comunic_Recibidas/2018/CI004_GP-8450_070404_CON_2989_EXP_EXPRO.pdf
2174,5,,,CONSORCIO 4C,GP-7697,,,15_04_Comunic_Recibidas/2018/CI004_GP-7697_070114_CON_1554_DERCH_VIA_PR9.pdf
2176,2,,,CONSORCIO 4C,GP-7378,,,15_04_Comunic_Recibidas/2018/CI004_GP-7378_050300_CON_1046_RESOL_N°317.pdf
2173,1,,,CONSORCIO 4C,GP-9380,,,15_04_Comunic_Recibidas/2018/CI004_GP-9380_070401_CON_4549_INF_PREDIAL_DIC.pdf
2177,4,,,CONSORCIO 4C,GP-8203,,,15_04_Comunic_Recibidas/2018/CI004_GP-8203_070110_CON_2479_CONDI_SEG_UF3_S165.pdf
2179,2,,,CONSORCIO 4C,GP-8454,,,15_04_Comunic_Recibidas/2018/CI004_GP-8454_050300_ANI_024407-1_EER_LICEN_AMB.pdf
2180,1,,,CONSORCIO 4C,GP-7895,,,15_04_Comunic_Recibidas/2018/CI004_GP-7895_070401_CON_0609_EXP_PREDIAL.pdf
2178,1,,,CONSORCIO 4C,GP-7621,,,15_04_Comunic_Recibidas/2018/CI004_GP-7621_070406_CON_1384_EXP_AVALUO.pdf
2175,2,,,CONSORCIO 4C,GP-7511,,,15_04_Comunic_Recibidas/2018/CI004_GP-7511_070108_CON_1239_CUMPLI_RESOL_2602.pdf
2181,1,,,CONSORCIO 4C,GP-9362,,,15_04_Comunic_Recibidas/2018/CI004_GP-9362_090300_CON_4665_PLANOS_RECORD_UF3.pdf
2183,1,,,CONSORCIO 4C,GP-6964,,,15_04_Comunic_Recibidas/2018/CI004_GP-6964_070401_CON_0082_EXPD_PRDAL.pdf
2182,1,,,CONSORCIO 4C,GP-7889,,,15_04_Comunic_Recibidas/2018/CI004_GP-7889_050300_ANI_015358-1_SOPORT_POLIZ_OCT7TRC.pdf
2184,1,,,CONSORCIO 4C,GP-7065,,,15_04_Comunic_Recibidas/2018/CI004_GP-7065_070401_CON_0291_EXP_AVALUO.pdf
2185,1,,,CONSORCIO 4C,GP-7524,,,15_04_Comunic_Recibidas/2018/CI004_GP-7524_070107_CON_1307_DISÑ_GEOM_PTES_UF5.2.pdf
2186,3,,,CONSORCIO 4C,GP-8938,,,15_04_Comunic_Recibidas/2018/CI004_GP-8938_070202_CON_3930_FOR_GCSP-F-001_SEP.pdf
2187,1,,,CONSORCIO 4C,GP-8233,,,15_04_Comunic_Recibidas/2018/CI004_GP-8233_070108_CON_2531_OBLIGA_RESOL_1928.pdf
2188,4,,,CONSORCIO 4C,GP-8695,,,15_04_Comunic_Recibidas/2018/CI004_GP-8695_070401_CON_3507_INF_PREDIAL_EER_UF4.pdf
2191,2,,,CONSORCIO 4C,GP-8100,,,15_04_Comunic_Recibidas/2018/CI004_GP-8100_070401_CON_2291_EXP_PREDIAL.pdf
2189,6,,,CONSORCIO 4C,GP-8034,,,15_04_Comunic_Recibidas/2018/CI004_GP-8034_070402-070404_CON_2320_EXP_SOCIALES.pdf
2190,1,,,CONSORCIO 4C,GP-7565,,,15_04_Comunic_Recibidas/2018/CI004_GP-7565_070401_CON_1405_EXP_PREDIAL.pdf
2192,3,,,CONSORCIO 4C,GP-7569,,,15_04_Comunic_Recibidas/2018/CI004_GP-7569_070201_CON_1365_ING_EGRE_FEB.pdf
2193,1,,,CONSORCIO 4C,GP-8832,,,15_04_Comunic_Recibidas/2018/CI004_GP-8832_070406_CON_3784_EXP_AVALUO.pdf
2194,3,,,CONSORCIO 4C,GP-7766,,,15_04_Comunic_Recibidas/2018/CI004_GP-7766_070108_CON_1756_ASP_IMPAC_UF5.4.pdf
2195,1,,,CONSORCIO 4C,GP-7821,,,15_04_Comunic_Recibidas/2018/CI004_GP-7821_070101_ANI_014659-1_SEGUI_REHABI_VIA_HONDA.pdf
2196,1,,,CONSORCIO 4C,GP-8307,,,15_04_Comunic_Recibidas/2018/CI004_GP-8307_070107_CON_2636_DISÑ_MEZCL_MDC-19.pdf
2197,1,,,CONSORCIO 4C,GP-7413,,,15_04_Comunic_Recibidas/2018/CI004_GP-7413_070115_ANI_007742-1_PROT_REDES_HIDROCAR.pdf
2198,2,,,CONSORCIO 4C,GP-7695,,,15_04_Comunic_Recibidas/2018/CI004_GP-7695_050300_ANI_012138-1_PLAZ_CURA_PTE_UF1.pdf
2199,1,,,CONSORCIO 4C,GP-7443,,,15_04_Comunic_Recibidas/2018/CI004_GP-7443_070107_CON_1083_ESTD_GEOTEC_K130.pdf
2200,1,,,CONSORCIO 4C,GP-9193,,,15_04_Comunic_Recibidas/2018/CI004_GP-9193_070107_CON_4385_TRAFICO_PTES_MENORES.pdf
2201,3,,,CONSORCIO 4C,GP-7256,,,15_04_Comunic_Recibidas/2018/CI004_GP-7256_070109-070103-070108_CON_0849_PQRS_ALGARROB.pdf
2202,4,,,CONSORCIO 4C,GP-7205,,,15_04_Comunic_Recibidas/2018/CI004_GP-7205_070110_CON_0662_COND_SEG_UF5.pdf
2203,1,,,CONSORCIO 4C,GP-8609,,,15_04_Comunic_Recibidas/2018/CI004_GP-8609_070402_CON_3306_EXP_SOCIAL.pdf
2204,1,,,CONSORCIO 4C,GP-7169,,,15_04_Comunic_Recibidas/2018/CI004_GP-7169_070109_CON_0700_ACT_GEST_SCIAL.pdf
2205,2,,,CONSORCIO 4C,GP-7346,,,15_04_Comunic_Recibidas/2018/CI004_GP-7346_070114_ANI_007330-1_ALCANOS_S.A_E.S.P.pdf
2206,2,,,CONSORCIO 4C,GP-8833,,,15_04_Comunic_Recibidas/2018/CI004_GP-8833_070109_CON_3782_FOR_GCSP_F-203_SEP.pdf
2207,4,,,CONSORCIO 4C,GP-8255,,,15_04_Comunic_Recibidas/2018/CI004_GP-8255_070406_ANI_021150-1_REITERA_CUMPLI_LEY-1673.pdf
2208,4,,,CONSORCIO 4C,GP-8153,,,15_04_Comunic_Recibidas/2018/CI004_GP-8153_070401_CON_2438_INTERRUP_CONSTRU_K130.pdf
2209,1,,,CONSORCIO 4C,GP-7439,,,15_04_Comunic_Recibidas/2018/CI004_GP-7439_070402_CON_1157_EXP_SCIAL.pdf
2210,1,,,CONSORCIO 4C,GP-7213,,,15_04_Comunic_Recibidas/2018/CI004_GP-7213_070107_CON_0732_MEMO_PTES_P6G_P7G.pdf
2211,20,,,CONSORCIO 4C,GP-7410,,,15_04_Comunic_Recibidas/2018/CI004_GP-7410_050300_ANI_007736-1_PANEL_AMIGABLE.pdf
2212,3,,,CONSORCIO 4C,GP-7729,,,15_04_Comunic_Recibidas/2018/CI004_GP-7729_090300_CON_1735_PDTS_APT3_UF1_2_4.pdf
2213,1,,,CONSORCIO 4C,GP-9035,,,15_04_Comunic_Recibidas/2018/CI004_GP-9035_070107_CON_4103_ACT_PLANOS_PTE_BURRAS.pdf
2214,2,,,CONSORCIO 4C,GP-8968,,,15_04_Comunic_Recibidas/2018/CI004_GP-8968_070107_CON_3973_DISEÑ_AREA_SERV_UF3.pdf
2215,1,,,CONSORCIO 4C,GP-7771,,,15_04_Comunic_Recibidas/2018/CI004_GP-7771_070401_CON_1714_EXP_PREDIAL.pdf
2216,8,,,CONSORCIO 4C,GP-9332,,,15_04_Comunic_Recibidas/2018/CI004_GP-9332_070109_CON_4637_RETIRO_CAMARA_PR30.pdf
2217,1,,,CONSORCIO 4C,GP-7559,,,15_04_Comunic_Recibidas/2018/CI004_GP-7559_070401_CON_0845_EXP_AVALUO.pdf
2218,1,,,CONSORCIO 4C,GP-7013,,,15_04_Comunic_Recibidas/2018/CI004_GP-7013_070401_CON_5280_EXP_EXPROPI.pdf
2219,7,,,CONSORCIO 4C,GP-8758,,,15_04_Comunic_Recibidas/2018/CI004_GP-8758_070108_CON_3606_COMPENSA_AMB.pdf
2220,10,,,CONSORCIO 4C,GP-7780,,,15_04_Comunic_Recibidas/2018/CI004_GP-7780_070109-070301_ANI_013883-1_INFO_TARIF_PEAJE.pdf
2221,2,,,CONSORCIO 4C,GP-8767,,,15_04_Comunic_Recibidas/2018/CI004_GP-8767_070404_CON_3565_EXP_EXPRO.pdf
2222,1,,,CONSORCIO 4C,GP-8792,,,15_04_Comunic_Recibidas/2018/CI004_GP-8792_070401_CON_3477_EXP_PREDIAL.pdf
2223,2,,,CONSORCIO 4C,GP-8989,,,15_04_Comunic_Recibidas/2018/CI004_GP-8989_090300_CON_4026_MEMOTEC_PTES_UF3.pdf
2224,1,,,CONSORCIO 4C,GP-6979,,,15_04_Comunic_Recibidas/2018/CI004_GP-6979_070404_CON_0245_EXP_EXPRO.pdf
2225,1,,,CONSORCIO 4C,GP-8793,,,15_04_Comunic_Recibidas/2018/CI004_GP-8793_070401_CON_3478_EXP_PREDIAL.pdf
2226,11,,,CONSORCIO 4C,GP-7664,,,15_04_Comunic_Recibidas/2018/CI004_GP-7664_050300_CON_1573_PERIO_CURA_ESTD_FINA.pdf
2227,1,,,CONSORCIO 4C,GP-8707,,,15_04_Comunic_Recibidas/2018/CI004_GP-8707_070404_CON_1769_EXP_EXPRO.pdf
2228,4,,,CONSORCIO 4C,GP-8949,,,15_04_Comunic_Recibidas/2018/CI004_GP-8949_070401-070109_CON_3789_EXP_PREDIAL.pdf
2229,1,,,CONSORCIO 4C,GP-8564,,,15_04_Comunic_Recibidas/2018/CI004_GP-8564_070401_CON_3180_EXP_RTA_OBJECION.pdf
2230,1,,,CONSORCIO 4C,GP-8285,,,15_04_Comunic_Recibidas/2018/CI004_GP-8285_070401_CON_2648_SABAN_PREDIAL.pdf
2231,3,,,CONSORCIO 4C,GP-8195,,,15_04_Comunic_Recibidas/2018/CI004_GP-8195_070401_CON_2515_RTA_PERMIS_ACCESO.pdf
2232,9,,,CONSORCIO 4C,GP-7311,,,15_04_Comunic_Recibidas/2018/CI004_GP-7311_070303_CON_0906_NIVEL_SERVICIO_ENE.pdf
2233,1,,,CONSORCIO 4C,GP-7219,,,15_04_Comunic_Recibidas/2018/CI004_GP-7219_070103_CON_0747_REG_PTE_FALNDES.pdf
2234,1,,,CONSORCIO 4C,GP-8146,,,15_04_Comunic_Recibidas/2018/CI004_GP-8146_070402_CON_2439_EXP_SOCIAL.pdf
2235,1,,,CONSORCIO 4C,GP-7417,,,15_04_Comunic_Recibidas/2018/CI004_GP-7417_070404_CON_1029_EXP_EXPRO.pdf
2236,2,,,CONSORCIO 4C,GP-9169,,,15_04_Comunic_Recibidas/2018/CI004_GP-9169_070500_CON_4287_MEMOTEC_MAR.pdf
2237,1,,,CONSORCIO 4C,GP-6947,,,15_04_Comunic_Recibidas/2018/CI004_GP-6947_070401_CON_0241_EXPD_AVALUO.pdf
2238,5,,,CONSORCIO 4C,GP-8959,,,15_04_Comunic_Recibidas/2018/CI004_GP-8959_070401_CON_3804_INFO_JURIDI_INMUEBLE.pdf
2239,1,,,CONSORCIO 4C,GP-8417,,,15_04_Comunic_Recibidas/2018/CI004_GP-8417_070108_CON_2865_OCUP_CAUCE_BOX_K57.pdf
2240,1,,,CONSORCIO 4C,GP-7152,,,15_04_Comunic_Recibidas/2018/CI004_GP-7152_070401_CON_0412_EXP_AVALUO.pdf
2241,1,,,CONSORCIO 4C,GP-8562,,,15_04_Comunic_Recibidas/2018/CI004_GP-8562_070401_CON_3076_EXP_RTA_OBJECION.pdf
2242,1,,,CONSORCIO 4C,GP-9413,,,15_04_Comunic_Recibidas/2018/CI004_GP-9413_070202_FBTA_037871_INF_MEN_NOV.pdf
2243,44,,,CONSORCIO 4C,GP-8541,,,15_04_Comunic_Recibidas/2018/CI004_GP-8541_050300_JCHAGUANI_97_ACCION_TUTELA_WHERRERA.pdf
2244,1,,,CONSORCIO 4C,GP-8240,,,15_04_Comunic_Recibidas/2018/CI004_GP-8240_070108_CON_2576_CALIDAD_AGUA_PTE_P16G.pdf
2245,4,,,CONSORCIO 4C,GP-9105,,,15_04_Comunic_Recibidas/2018/CI004_GP-9105_070406_IGAC_5210_COTIZA_AVALUO.pdf
2246,1,,,CONSORCIO 4C,GP-8537,,,15_04_Comunic_Recibidas/2018/CI004_GP-8537_050300_ANI_026616-1_EER_HALLAZG_ARQUEO_UF4.2.pdf
2247,1,,,CONSORCIO 4C,GP-8212,,,15_04_Comunic_Recibidas/2018/CI004_GP-8212_090300-070108_CON_2533_PDTES_CIERR_UF1_AMB.pdf
2248,1,,,CONSORCIO 4C,GP-9381,,,15_04_Comunic_Recibidas/2018/CI004_GP-9381_050300_ANI_042446-1_SANEA_COLA_PEAJ_BRISAS.pdf
2249,3,,,CONSORCIO 4C,GP-8125,,,15_04_Comunic_Recibidas/2018/CI004_GP-8125_050300_ANI_019180-1_PLAZO_CURA_SEÑALIZA.pdf
2250,1,,,CONSORCIO 4C,GP-8315,,,15_04_Comunic_Recibidas/2018/CI004_GP-8315_070109-070103_CON_2737_ACTA_VECINDAD_K30.pdf
2251,2,,,CONSORCIO 4C,GP-7896,,,15_04_Comunic_Recibidas/2018/CI004_GP-7896_070401_CON_1832_EXP_PREDIAL.pdf
2252,1,,,CONSORCIO 4C,GP-7333,,,15_04_Comunic_Recibidas/2018/CI004_GP-7333_070401_CON_0942_EXP_AVALUO.pdf
2253,6,,,CONSORCIO 4C,GP-7652,,,15_04_Comunic_Recibidas/2018/CI004_GP-7652_070401_CON_1523_RTA_COMU_MAIL.pdf
2255,7,,,CONSORCIO 4C,GP-8484,,,15_04_Comunic_Recibidas/2018/CI004_GP-8484_070109_CON_3060_FAJAS_RETIRO_OBLIGATO.pdf
2254,16,,,CONSORCIO 4C,GP-8946,,,15_04_Comunic_Recibidas/2018/CI004_GP-8946_070109-070110_CON_3986_QUEJA_CONTRA_AMARTINEZ.pdf
2256,1,,,CONSORCIO 4C,GP-8540,,,15_04_Comunic_Recibidas/2018/CI004_GP-8540_070401_CON_3171_SABANA_AVALUOS.pdf
2257,1,,,CONSORCIO 4C,GP-7716,,,15_04_Comunic_Recibidas/2018/CI004_GP-7716_070404_CON_1584_EXP_EXPRO.pdf
2258,2,,,CONSORCIO 4C,GP-7310,,,15_04_Comunic_Recibidas/2018/CI004_GP-7310_070201_CON_0905_REGIMEN_TRANSIC_CONTRA.pdf
2259,4,,,CONSORCIO 4C,GP-9235,,,15_04_Comunic_Recibidas/2018/CI004_GP-9235_070303_CON_4446_NIVEL_SERV_E1_E2_E4_E5.pdf
2260,3,,,CONSORCIO 4C,GP-7101,,,15_04_Comunic_Recibidas/2018/CI004_GP-7101_070103_CON_0507_REGIST_PTE_UF1.pdf
2261,1,,,CONSORCIO 4C,GP-9036,,,15_04_Comunic_Recibidas/2018/CI004_GP-9036_070103_CON_4104_OBRAS_HIDRAU_UF4.pdf
2263,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2018-1619,CONSORCIO 4C,GP-7692,24/04/2018,Entrega de un (1) expediente para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2018/CI004_GP-7692_070406_CON_1619_EXP_AVALUO.pdf
2262,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2018-4008,CONSORCIO 4C,GP-9067,16/10/2018,"Entrega de un expediente predial ALMA-5-0012-1, para aprobación.",15_04_Comunic_Recibidas/2018/CI004_GP-9067_070401_CON_4008_EXP_PREDIAL.pdf
2264,2,Agencia Nacional de Infraestructura,,CONSORCIO 4C,GP-8055,13/06/2018,Derrumbe PR5+600 UF2 - Proyecto Girardot - Honda - Puerto Salgar. Contrato de Concesión 003 de 2014 – Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2018/CI004_GP-8055_070303_ANI_017986-1_DERRUMBE_PR5_UF2.pdf
2265,6,Agencia Nacional de Infraestructura,,CONSORCIO 4C,GP-8787,21/09/2018,Reiteración solicitud de concepto técnico para realizar mantenimiento correctivo de líneas de 33 y 115 kv para suministrar energía eléctrica ubicadas entre el PR 08+200 al PR29+800 en jurisdicción de los municipio de Honda (Tolima) y La Dorada (Caldas). Proyecto vial Girardot – Honda – Puerto Salgar. Al responder favor citar el expediente: 20183040280200291E,15_04_Comunic_Recibidas/2018/CI004_GP-8787_070114_ANI_031440-1_MTTO_ELCTRIC_PR08.pdf
2266,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2018-0099,CONSORCIO 4C,GP-6888,09/01/2018,Entrega de tres (03) expedientes prediales de la Unidad Funcional 2 para aprobación.,15_04_Comunic_Recibidas/2018/CI004_GP-6888_070401_CON_0099_EXP_PREDIAL.pdf
2267,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2018-4312,CONSORCIO 4C,GP-9179,14/11/2018,Diseño Estructural del Pavimento Aproches Puentes Menores Unidad Funcional 5.2.,15_04_Comunic_Recibidas/2018/CI004_GP-9179_070107_CON_4312_DISÑ_PTES_UF5.2.pdf
2269,9,Agencia Nacional de Infraestructura,,CONSORCIO 4C,GP-9264,27/11/2018,Remisión de Acta previa aprobación de Redes No. 2 Contrato de Concesión No. 003 de 2014 Proyecto Girardot Honda Puerto Salgar. Alto Magdalena SAS.,15_04_Comunic_Recibidas/2018/CI004_GP-9264_070115-070201_ANI_039557-1_ACTA_REDES_N°2.pdf
2268,4,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-7837,11/05/2018,Su comunicación CI.004/GP4229/18/7.1.1 – Radicado ALMA-R-2018-1184 del 12 de abril de 2018. Seguimiento Plan de Obras Intersección Puente Actual Puerto Salgar (Costado Occidental) – Norcasia.,15_04_Comunic_Recibidas/2018/CI004_GP-7837_070101-070401_CON_1877_SEGUI_PTE_SALGAR.pdf
2270,2,Agencia Nacional de Infraestructura,,CONSORCIO 4C,GP-8057,18/06/2018,Respuesta Notificación de Ejecución del 90% del valor estimado de Redes – Comunicación a su comunicación ALMA-2018-1473 con radicado ANI No 20184090373772 del 16 de abril de 2018 - Contrato de Concesión No 003 de 2014. Concesión Girardot – Honda – Puerto Salgar.,15_04_Comunic_Recibidas/2018/CI004_GP-8057_070203-070115_ANI_017988-1_90%SUBCTA_REDES.pdf
2271,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-7153,07/02/2018,Respuesta a su comunicación CI.004/GP3708/18/7.4.1 de fecha 09 de Enero de 2018. Entrega de un (1) expediente para aprobación del Avalúo Comercial Corporativo.,15_04_Comunic_Recibidas/2018/CI004_GP-7153_070401_CON_0640_EXP_AVALUO.pdf
2272,1,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2018-1780,CONSORCIO 4C,GP-7768,07/05/2018,Entrega Informe Gerencial Mensual N° 42 – abril de 2018,15_04_Comunic_Recibidas/2018/CI004_GP-7768_070500_CON_1780_INF_MEN_N°42_ABR.pdf
2274,3,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9099,21/08/2018,Informe sobre los criterios para contabilizar Ingresos y Egresos por Unidad Funcional.,15_04_Comunic_Recibidas/2018/CI004_GP-9099_070201_CON_3254_INF_INGRE_EGRE_JUL.pdf
2273,3,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9150,17/09/2018,Consulta de Resoluciones de declaratoria de inminencia de riesgo de desplazamiento forzado,15_04_Comunic_Recibidas/2018/CI004_GP-9150_070401_CON_3642_RESOL_DESPLAZ_FORZADO.pdf
2275,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2018-4452,CONSORCIO 4C,GP-9245,23/11/2018,Entrega Informe Pasos Urbanos V1 y Presentación,15_04_Comunic_Recibidas/2018/CI004_GP-9245_050300_CON_4452_INF_PASOS_URBAN_V1.pdf
2276,1,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8220,22/06/2018,Respuesta a su comunicación CI.004/GP4655/18/7.4.1 del 14 de junio de 2018. (Rad. Interno ALMA-R-2018-1946). Entrega de un expediente predial de la unidad funcional 5 para aprobación.,15_04_Comunic_Recibidas/2018/CI004_GP-8220_070401_CON_2411_EXP_PREDIAL.pdf
2277,3,,,CONSORCIO 4C,GP-8742,14/09/2018,"Solicitud aplicación de Plan de Contingencia al Cronograma de Obras Unidad Funcional 5 - Proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014. Alto Magdalena S.A.S.",15_04_Comunic_Recibidas/2018/CI004_GP-8742_070101_ANI_030555-1_CONTIN_CRONOG_UF5.pdf
2278,2,Agencia Nacional de Infraestructura,,CONSORCIO 4C,GP-8361,26/07/2018,Solicitud respuesta comunicación con radicados ANI No 20184090682132 y 20184090675082 – Wilson Leonardo Pedroza Gallego – Contrato de Concesión No 003 de 2014 – Girardot – Honda – Puerto Salgar.,15_04_Comunic_Recibidas/2018/CI004_GP-8361_070109_ANI_023269-1_AFECTA_PARADOR_LCENTRAL.pdf
2279,2,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2018-0722,CONSORCIO 4C,GP-7232,13/02/2018,Entrega de expedientes prediales de la unidad funcional 3 para revisión del componente Social.,15_04_Comunic_Recibidas/2018/CI004_GP-7232_070402_CON_0722_EXP_SCIAL_UF3.pdf
2280,4,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-9420,24/12/2018,"Alcance respuesta PQRS UF3 2018 292– Atención situación ambiental Quebrada Regaderos, ubicada en el Km 82 entre Beltrán y Cambao.",15_04_Comunic_Recibidas/2018/CI004_GP-9420_070108_CON_4781_PQRS_ACORRALES.pdf
2281,1,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-7575,03/04/2018,"Respuesta a su comunicación, CI.004/GP3997/18/7.4.1 del 1 de marzo de 2018 (Rad. Interno ALMA-R-2018-0786), Entrega de dos (2) expedientes prediales de la unidad funcional 3 para aprobación de ficha predial.",15_04_Comunic_Recibidas/2018/CI004_GP-7575_070401_CON_1338_EXP_PREDIAL.pdf
2282,6,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2018-1001,CONSORCIO 4C,GP-7349,05/03/2018,Solicitud de restricción de bienes de uso público,15_04_Comunic_Recibidas/2018/CI004_GP-7349_070109_CON_1001_RESTIT_BIENES.pdf
2283,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALIMA-2018-2201,CONSORCIO 4C,GP-8004,05/06/2018,"Entrega de un (1) expediente predial de la unidad funcional 3, para aprobación de ficha predial.",15_04_Comunic_Recibidas/2018/CI004_GP-8004_070401_CON_2201_EXP_PREDIAL.pdf
2284,2,CONCESION ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8292,17/07/2018,"Respuesta Comunicación CI.004/GP4723/18/7.4.2. Entrega de un (1) expediente predial de la unidad funcional 5 con componente Social, para revisión y aprobación.",15_04_Comunic_Recibidas/2018/CI004_GP-8292_070402_CON_2699_EXP_SOCIAL.pdf
2285,2,CONCESIÓN ALTO MAGDALENA S.A.S.,,CONSORCIO 4C,GP-8281,12/07/2018,"Entrega de un (1) expediente predial de la unidad funcional 4 con componente Social, para revisión y aprobación.",15_04_Comunic_Recibidas/2018/CI004_GP-8281_070402_CON_2661_EXP_SOCIAL.pdf
2286,1,,,CONSORCIO 4C,GP-7937,28/05/2018,Solicitud Informe Talud K5+600 Ruta 4508 – Unidad Funcional 2 - Contrato de Concesión No 003 de 2014 – Girardot – Honda – Puerto Salgar.,15_04_Comunic_Recibidas/2018/CI004_GP-7937_070104_ANI_016233-1_TALUD_K5_UF2.pdf
2290,1,,,CONSORCIO 4C,GP-7563,,,15_04_Comunic_Recibidas/2018/CI004_GP-7563_070115_ANI_010282-1_EJECU_90%_REDES.pdf
2288,2,CONCESION ALTO MAGDALENA S.A.S.,ALMA-2018-0172,CONSORCIO 4C,GP-7128,05/02/2018,Respuesta a oficio radicado ANI-2017-409-127338-2 de 29/11/2017 con radicado ALMA-R-2018-0172] Traslado derecho de petición. Proyecto Girardot-Honda-Puerto Salgar. Contrato de concesión 003 de 2014-Concesión Alto Magdalena S.A.S.,15_04_Comunic_Recibidas/2018/CI004_GP-7128_070109_CON_0580_DP_AESQUIVEL.pdf
2287,4,SOCIEDAD CONCESIÓN ALTO MAGDALENA,,CONSORCIO 4C,GP-7890,21/05/2018,"Radicado No. 20184090482322 del 16 de Mayo de 2018. Solicitud concepto técnico de permiso para el uso, la ocupación y la intervención temporal para realizar actividades de corte y empalme de la infraestructura de transporte de hidrocarburos poliducto Sebastopol - San José del Nus de 12"" debido a la reducción de diámetro en la tubería por ovalamiento, ubicada en el PR43+700 y PR43+925 ubicado en el municipio de Maceo en el departamento de Antioquia. Proyecto vial Girardot - Honda - Puerto Salgar. Al responder favor citar el expediente: 2 20183040280200172E.",15_04_Comunic_Recibidas/2018/CI004_GP-7890_070111_ANI_015301-1_PERMIS_ACTIV_HIDROC.pdf
2292,2,,,CONSORCIO 4C,GP-8779,,,15_04_Comunic_Recibidas/2018/CI004_GP-8779_070108_CON_3625_OBLIG_LICEN_AMB.pdf
2291,1,,,CONSORCIO 4C,GP-8113,,,15_04_Comunic_Recibidas/2018/CI004_GP-8113_070107_CON_2366_ITS_PEAJE_GUATAQ.pdf
2293,3,,,CONSORCIO 4C,GP-7624,,,15_04_Comunic_Recibidas/2018/CI004_GP-7624_070208_CON_1447_FOR_GCSP-F009_MAR.pdf
