ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
1014,7,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9829/22/7.1.8,CONSORCIO 4C,GP-15444,22/03/2022,"Respuesta comunicación CI.004/GP9829/22/7.1.8 (Rad. Int. ALMA-R-2022-0269 – 1/03/2022). Aspectos e Impactos Ambientales / Operación y Mantenimiento UF3, UF4 y UF5.",15_04_Comunic_Recibidas/2022/CI004_GP-15444_070108_CON_0392_ASPECT_AMB_O&M_UF3_4_5.pdf
1113,4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0928,CONSORCIO 4C,GP-15890,22/06/2022,"Solicitud inclusión memorando DESCA 20213043001 del 17 de junio de 2021 al permiso de ocupación de cauce otorgado, que reposa en el Expediente 52054.",15_04_Comunic_Recibidas/2022/CI004_GP-15890_070108_CON_0928_INCLUS_MEMO_DESCA_EXP_52054.pdf
1116,5,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0767,CONSORCIO 4C,GP-15768,02/06/2022,"Solicitud trámite de conformidad con la Resolución No. 0716 de 2015, para la obtención de permiso de ocupación temporal de la infraestructura vial nacional de carreteras concesionadas, PR 69+140 Ruta Nacional 4508 de Girardot – Cambao.",15_04_Comunic_Recibidas/2022/CI004_GP-15768_070109_CON_0767_PER_OCUPA_TEMPO_PR69+140.pdf
1114,10,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9669/21/5.3-7.3,CONSORCIO 4C,GP-15360,18/02/2022,Respuesta comunicado CI.004/GP9669/21/5.3-7.3 (Rad. int ALMA-R-2021-1971 – 17/12/2021). Otorgamiento Plazo de Cura incumplimiento numeral 6.3.3.1 del Apéndice Técnico 2 en la totalidad de las defensas de la Unidad Funcional 1.,15_04_Comunic_Recibidas/2022/CI004_GP-15360_050300-070300_CON_0252_PLAZ_CURA_DEFENS_UF1.pdf
1115,2,Agencia Nacional de Infraestructura,"20224090278482, 20224090272662",CONSORCIO 4C,GP-15740,26/05/2022,Respuesta a su radicado No. CI.004/GP9841/22/9.2 y CI.004/GP9840/22/9.2 con los radicados ANI No. 20224090278482 y No.20224090272662 del 10 de marzo de 2022 - Aprobación Informe de Interventoría No. 88 correspondiente al 01 al 28 de febrero de 2022 – Contrato de Interventoría 145 de 2014 - Proyecto Girardot - Honda - Puerto Salgar.,15_04_Comunic_Recibidas/2022/CI004_GP-15740_090200_ANI_015338-1_APROBA_INF_N88_FEB22.pdf
1117,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1507,CONSORCIO 4C,GP-16365,14/10/2022,Respuesta oficio CAR 0322208454 (ALMA-R-2022-1272) del 31/08/2022. Expediente ATV 0268 Y Expediente ATV 0246.,15_04_Comunic_Recibidas/2022/CI004_GP-16365_070108_CON_1507_RTA_OFI_CAR_0322208454.pdf
1118,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1214,CONSORCIO 4C,GP-16149,18/08/2022,Respuesta Auto DRAM No. 1013 del 25/07/2022 (ALMA-R-2022-1125). Expediente 61891,15_04_Comunic_Recibidas/2022/CI004_GP-16149_070108_CON_1214_RTA_AUTO_DRAM_1013_EXP_61891.pdf
1121,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1365,CONSORCIO 4C,GP-16263,15/09/2022,Entrega informe mantenimientos primer y segundo año medida compensatoria en cumplimiento Resolución 3319 del 31 de octubre de 2017. Expediente 61245,15_04_Comunic_Recibidas/2022/CI004_GP-16263_070108_CON_1365_INF_MED_COMPENSA_EXP_61245.pdf
1120,1,AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),ALMA-2022-0773,CONSORCIO 4C,GP-15823,17/06/2022,"Comunicado ALMA-2022-0773 con radicado ANI No. 20224090635032 – Informe Gerencial Concesionario No. 91, mayo de 2022 – Contrato de Interventoría 145 de 2014 - Proyecto Girardot - Honda - Puerto Salgar. Consorcio 4C.",15_04_Comunic_Recibidas/2022/CI004_GP-15823_070500_ANI_017823-1_INF_MEN_N91_MAY22.pdf
1122,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1549,CONSORCIO 4C,GP-16415,27/10/2022,Aclaración reportes trimestrales bióticos e Informes de Cumplimiento Ambiental- ICA Resolución 2471 del 18/12/2019. Expediente LAV0004-00-2016.,15_04_Comunic_Recibidas/2022/CI004_GP-16415_070108_CON_1549_REPOR_TRIM_BIOTICO_INF_ICA_RES_2471.pdf
1123,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0031,CONSORCIO 4C,GP-15208,06/01/2022,Entrega Informe Gerencial Mensual N° 86 - Diciembre 2021,15_04_Comunic_Recibidas/2022/CI004_GP-15208_070500_CON_0031_INF_MEN_N86_DIC21.pdf
1124,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1309,CONSORCIO 4C,GP-16210,02/09/2022,Entrega Informe No. 5. Resol. No. 2602 del 15/12/2015. Expediente ATV 0275.,15_04_Comunic_Recibidas/2022/CI004_GP-16210_070108_CON_1309_INF_N05_EXP_ATV0275.pdf
1126,71,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0252,CONSORCIO 4C,GP-16153,18/08/2022,Respuesta comunicado CI.004/GP9913/22/5.3-7.3 (Rad. Int. ALMA-R-2022-0465). Revisión y concepto sobre la Inspección de Seguridad Vial (ISV) UF1.,15_04_Comunic_Recibidas/2022/CI004_GP-16153_050300-070300_CON_1231_REV_INSPEC_SEG_VIAL_UF1.pdf
1127,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1157,CONSORCIO 4C,GP-16093,12/08/2022,Entrega informe de los mantenimientos realizados en el primer año y segundo año de la medida compensatoria en cumplimiento de la Resolución 1716 del 30 de junio de 2017. Expediente 60604,15_04_Comunic_Recibidas/2022/CI004_GP-16093_070108_CON_1157_CUMPLI_RESOL_1716_EXP_60604.pdf
1125,2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-0161,CONSORCIO 4C,GP-15289,02/02/2022,Cumplimiento obligación pago seguimiento y control ambiental,15_04_Comunic_Recibidas/2022/CI004_GP-15289_070108_CON_0161_PAG_SEG_AMB_EXP_52187.pdf
1128,2,CONCESIÓN ALTO MAGDALENA S.A.S.,CI.004/GP9857/22/7.3,CONSORCIO 4C,GP-15493,01/04/2022,Respuesta comunicado CI.004/GP9857/22/7.3 (Rad. int ALMA-R-2022-0326 – 11/03/2022). Certificaciones personal Atención Médica.,15_04_Comunic_Recibidas/2022/CI004_GP-15493_070300_CON_0441_CERTI_PERSONAL_ATEN_MEDICA.pdf
1131,1,CONCESIÓN ALTO MAGDALENA S.A.S.,CI004-7742,CONSORCIO 4C,GP-15260,28/01/2022,Solicitud certificación valor Vivienda de Interés Social Prioritario.,15_04_Comunic_Recibidas/2022/CI004_GP-15260_070402_CON_0131_CERT_VALOR_VIVIENDA.pdf
1129,3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1017,CONSORCIO 4C,GP-15948,06/07/2022,Cumplimiento de la obligación de pago por el servicio de seguimiento y control ambiental. Auto DRAM 03226000734 de 08/06/2022 (Rad. Interno ALMA-R-2022-0806 del 10/06/2022). Expediente 51738.,15_04_Comunic_Recibidas/2022/CI004_GP-15948_070108_CON_1017_PAG_SEG_CTROL_AMB_EXP_51738.pdf
1133,1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2022-1351,CONSORCIO 4C,GP-16241,13/09/2022,Entrega evaluaciones de percepción del usuario primer semestre del 2022,15_04_Comunic_Recibidas/2022/CI004_GP-16241_070300_CON_1351_EVA_PERCEP_USUARIO_ISEM_2022.pdf
1132,1,Agencia Nacional de Infraestructura (ANI),20224090272732,CONSORCIO 4C,GP-15428,13/03/2022,"Traslado por parte del Instituto Nacional de Vías del derecho de petición con radicado ANI No 20224090272732 del 9 de marzo del 2022 Señor Andrés Urueña - Proyecto Girardot – Honda – Puerto Salgar, Contrato de Concesión 003 de 2014. Concesión Alto Magdalena S.A.S",15_04_Comunic_Recibidas/2022/CI004_GP-15428_070300_ANI_006652-1_TRASLAD_DP_AURUEÑA.pdf
