ÍTEM,DEL FOLIO/PAGINAS,RAZON SOCIAL REMITENTE,No. RADICADO REMITENTE,RAZON SOCIAL DESTINATARIO,No. RADICADO DESTINATARIO,FECHA (DD/MM/AAAA),ASUNTO / TIPO DOCUMENTAL,UBICACION_ARCHIVO
3192,3,CONSORCIO 4C,CI.004/GP2842/17/7.4.1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-02743,16/08/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Observaciones Fichas Prediales UF2 Respuesta ALMA-2017-3029,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_284217_070401_CON_OBS_ALMA-3029.pdf
3193,5,CONCESIÓN ALTO MAGDALENA S.A.S,NO IDENTIFICADO,CONSORCIO 4C,CI.004/GP1840/17/7.1.13,12/02/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Diseño de concretos agregados Vicon y M-M Respuesta a comunicación ALMA-2017-0337,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_184017_070113_CON_DISENOS_VICONMM_CEMEX.pdf
3194,4,Consorcio 4C,CI.004/GP2509/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-02057,21/06/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Incumplimiento Resolución 1409 del 2012 Pila 2,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_250917_070108_2CON_INCUMP_TSA_PILA21.pdf
3195,2,CONSORCIO 4C,CI.004/GP3223/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-83585,10/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Solicitud Procedimientos Seguros de Trabajo Puentes UF5.3,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_322317_070108_CON_SOLICIT_PROCED_PTESUF5.3.pdf
3196,3,CONSORCIO 4C,CI.004/GP1739/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-00279,24/01/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Cambios de diseño de obras de drenaje sin debida notificación - K108+267 / Incumplimiento Resolución 546 del 9 de marzo de 2016.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_173917_070108_2CON_CAM_DISE_BOX_108+267_UF4.21.pdf
3197,3,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,CI.004/GP2741/17/7.1.8 – 7.1.7,28/07/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Revisión Desistimiento Permiso Ocupación Cauce K14+185 - UF2,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_274117_070107_070108_CON_HIDRAUL_OBRAK14185_ALMA-1145.pdf
3199,4,CONSORCIO 4C,CI.004/GP2641/17/7.1.3,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-02334,17/07/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Geometría Canales Sin Diseños – UF 4,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_264117_070103_CON_TERRAPLEN_K127+810_UF4.pdf
3198,4,Consorcio 4C,CI.004/GP2422/17/7 1 13,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-01826,02/06/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Calidad y Desempeño Mezclas Asfálticas,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_242217_070113_CON_CALIDAD_ASFALTO_UTILIZADO1 (1).pdf
3200,3,CONSORCIO 4C,CI.004/GP3441/17/7.4.1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-84042,07/11/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Observaciones Fichas Prediales UF 4 y 5 Respuesta ALMA-2017-4378 y ALMA-2017-4330,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_344117_070401_CON_EXPED_ALMA-4330-4378 (1).pdf
3201,2,Consorcio 4C,CI.004/GP2254/17/7.1.9,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-01465,05/05/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Alcance comunicado CI.004/2072/17/7.1.9 Actualización Anual del Plan de Gestión Social Contractual,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_225417_070109_2CON_ACT_ANUAL_PGSC.pdf
3205,4,CONSORCIO 4C,CI.004/GP3236/17/7.1.1,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-03586,11/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Atraso Plan Obras - UF4,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_323617_070101_CON_ATRASO_OBRAS_UF4.pdf
3202,4,CONSORCIO 4C,CI.004/GP3144/17/7.1.15,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-03358,28/09/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Gestiones Alcaldía San Juan de Rio seco,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_314417_070115_CON_CONV_ALC_SAN_JUAN_RIO_SECO.pdf
3204,5,Consorcio 4C,CI.004/GP2524/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-02100,27/06/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Avance Gestión Cierre Hallazgos UF4.2,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_252417_070108_2CON_HALLAZGOS_UF4_ALMA-21361.pdf
3203,4,CONSORCIO 4C,CI.004/GP3288/17/7.1.2,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-0367,23/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Revisión Certificados Equipos Topográficos,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_328817_070102_CON_REV_CERTIFICADOS_EQUIPOSTOP.pdf
3206,3,CONSORCIO 4C,CI.004/GP2221/17/7.1.7,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-1363,29/04/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Protección de los taludes de corte de la Unidad Funcional 3 localizados entre el K47+240 y el K47+840. Respuesta a ALMA-2017-1363.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_222117_070107_CON_PROTECCION_TALUD_K47+580.pdf
3208,5,CONSORCIO 4C,CI.004/GP3408/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-03956,15/11/2017,"Ref. Contrato de Concesión 003 de 2014
Concesión Honda – Girardot – Puerto Salgar.
Seguimiento Marco Normativo UF 5.1
Alcance Comunicación CI.004/GP2739/17/7.1.8.",15_01_Cartas_Enviadas/RADICADAS/2017/CI004_340817_070108_CON_SEGUI_MARC-NORM_UF5.1.pdf
3207,6,AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),20174090850402,CONSORCIO CUATROCUATROC (CONSORCIO 4C),CI.004/GP2837/17/7.4.1-5.3,11/08/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Conceptos Áreas Remanentes,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_283717_070401-050300_ANI_CONCEPTO_AREAS_REMANENTES.pdf
3209,4,CONCESIÓN ALTO MAGDALENA S.A.S,NO IDENTIFICADO,Agencia Nacional de Infraestructura (ANI),CI.004/GP3630/17/7.4.1,22/12/2017,"Ref. Contrato de Concesión 003 de 2014
Concesión Honda – Girardot – Puerto Salgar.
Observaciones Revisión Avalúos.",15_01_Cartas_Enviadas/RADICADAS/2017/CI004_363017_070401_CON_OBS_ALMA-4869.pdf
3210,2,Consorcio 4C,CI.004/GP2043/17/5.3,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,2017-409-030602-2,22/03/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Observaciones Resolución de Expropiación Predio No. ALMA-2-0007.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_204317_050300_ANI_OBSERV_RESOL_EXPRO_ALMA-2-00071.pdf
3211,4,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,AGENCIA NACIONAL DE INFRAESTRUCTURA (ANI),20174091190202,07/11/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Revisión Ocupación de Cauce Box K70+964 UF 3 Comunicación ALMA-2017-1538,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_338017_070107_070108_CON_HIDRAUL_BOXK70+964_ALMA-1538.pdf
3212,9,CONCESIÓN ALTO MAGDALENA S.A.S,NO IDENTIFICADO,Consorcio 4C,CI.004/GP3037/17/7.4.1,15/09/2017,Ref. Contrato de Concesión No. 003 de 2014 Concesión Honda - Puerto Salgar - Girardot. Análisis Títulos Mineros.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_303717_070401_CON_ANA_TITULO_MINERO.pdf
3213,4,CONCESIÓN ALTO MAGDALENA S.A.S,NO IDENTIFICADO,Consorcio 4C,CI.004/GP3353/17/7.4.1,02/11/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Observaciones Revisión Avalúos.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_335317_070401_CON_OBS_ALMA-3964-4203.pdf
3214,6,CONSORCIO 4C,CI.004/GP2574/17/7.1.13,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-02136,04/07/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Ensayos Base Granular Cantera Delux,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_257417_070113_2CON_BASE_DELUXE_PARCIAL_UF41.pdf
3216,3,CONSORCIO 4C,CI.004/GP1738/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-88275,24/01/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Resolución 1685 de 2015 / Requerimiento Artículo 12,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_173817_070108_2CON_Res_1685_Req_Art_12.pdf
3215,8,Consorcio 4C,CI.004/GP2478/17/7.1.4,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-2017-1866,14/06/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Respuesta Comunicación ALMA-2017-1866,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_247817_070104_CON_NIVEL_SERVICIOMARZO17_ALMA1866.pdf
3217,4,CONSORCIO 4C,CI.004/GP1958/17/7.1.9,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-00815,10/03/2017,"Ref. Contrato de Concesión 003 de 2014
Concesión Honda – Girardot – Puerto Salgar.
Observaciones Plan de Reasentamiento
Respuesta ALMA 2017 - 0805",15_01_Cartas_Enviadas/RADICADAS/2017/CI004_195817_070109_CON_OBS_PLAN_REASENTAMIENTO_RTA _ALMA0805.pdf
3219,4,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,Consorcio 4C,CI.004/GP1704/17/7.2.2,13/01/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Remisión Formato GCSP-F-008 Informe semestral inversión de capital privado – II semestre 2016,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_170417_070202_ANI_REMISIÓN_FORMATO008_INVERSIÓN.pdf
3218,5,CONSORCIO 4C,CI.004/GP3498/17/7.1.13,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-04181,30/11/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Diseño Pavimento Concreto Hidráulico UF4,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_349817_070113_DIS_PAVHIDRAULICO_UF4 (2).pdf
3220,5,CONSORCIO 4C,CI.004/GP2789/17/7.2.2,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-82687,02/08/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda–Girardot–Puerto Salgar. Metodología Curva S Información Financiera PA ALTO MAGDALENA,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_278917_070202_CON_INFOR_METODOLOGIA_CURVA-S.pdf
3221,5,CONSORCIO 4C,CI.004/GP2215/17/7.4,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-31486,29/04/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Observaciones Revisión Avalúos. Respuesta a comunicación ALMA-2017-1410.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_221517_070401_CON_OBS_ALMA-1410.pdf
3222,3,CONSORCIO 4C,CI.004/GP2941/17/7.1.7,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-03800,05/09/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Revisión de la modificación al diseño hidráulico del Box K69+976. Unidad Funcional 3. Respuesta comunicación ALMA-2017-1274.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_294117_070107_CON_HIDRAUL_BOX_K69+976_RTA_ALMA-1274.pdf
3224,4,CONCESIÓN ALTO MAGDALENA S.A.S,NO IDENTIFICADO,Consorcio 4C,CI.004/GP3259/17/7.4.1,13/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Observaciones Revisión Avalúos. Respuesta a comunicación ALMA-2017-3963,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_325917_070401_CON_OBS_ALMA-3963.pdf
3223,5,Consorcio 4C,CI.004/GP2546/17/7.1.1,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-02123,28/06/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Seguimiento Avance Obras Gestión Predial UF 4,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_254617_070101_2CON_INTERVENCION_PREDIOS_UF41.pdf
3225,3,CONSORCIO 4C,CI.004/GP2861/17/7.1.15,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-02815,23/08/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Presentación Acta Parcial de Redes 3,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_286117_070115_CON_SOLIC_ACTA_PARCIAL_3..pdf
3226,3,CONSORCIO 4C,CI.004/GP3566/17/7.4.1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-04351,06/12/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Observaciones Fichas Prediales UF4,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_356617_070401_CON_OBS_ALMA-4687 (1).pdf
3227,3,CONSORCIO 4C,CI.004/GP3543/17/7.1.15,CONCESIÓN ALTO MAGDALENA S.A.S.,20174091305092,06/12/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Actualización Presupuesto Redes,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_354317_070115_CON_ACTUA_PRESUP_REDES (2)..pdf
3229,2,Consorcio 4C,CI.004/GP1700/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-00185,16/01/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Requerimientos Resolución 128 de 2015 / Respuesta comunicado ALMA-2016-4456,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_170017_070108_2CON_REQ_RES128_2015_ALMA_4456.pdf
3231,3,CONSORCIO 4C,CI.004/GP1807/17/7.1.15,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-00467,08/02/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Solicitud Programación Obras de Traslado.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_180717_070115_CON_Solicitud_Programa_Obras_Traslad.pdf
3228,6,CONSORCIO 4C,CI.004/GP2987/17/7.1.13,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-83691,12/09/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Certificados Calidad Puentes,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_298717_070113_CON_CERT_PUENTES_ISO.pdf
3232,3,Consorcio 4C,CI.004/GP3163/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S.,20174091064032,04/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Izaje Vigas Puente No. 14 UF 3,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_316317_070108_CON_OBS_IZAJE_PTE14.pdf
3230,12,Consorcio 4C,CI.004/GP2912/17/5.3,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,2017-409-094195-2,01/09/2017,Ref. Contrato de Concesión Bajo Esquema de APP No. 003 de 2014. Contrato de Interventoría No. 145 de 2014. Concesión Honda – Puerto Salgar – Girardot. Concesión Honda–Girardot–Pto Salgar.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_291217_050300_ANI_SANEAMIENTO_PLAN_OBRAS_RADICOcac.pdf
3234,1,Consorcio 4C,CI.004/GP29711/17/9.2,AGENCIA NACIONAL DE INFRAESTRUCTURA - ANI,NO IDENTIFICADO,07/09/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Informe Mensual Técnico 34 Versión 00.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_297117_090200_ANI_INF_MENS_INTERV_SEPT1.pdf
3233,3,CONSORCIO 4C,CI.004/GP2785/17/7.1.11,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-02683,02/08/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Seguridad Vial - Incumplimiento PMT- UF1,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_278517_070111_CON_ NCUMPL_PMT_UF1-2.pdf
3235,3,CONSORCIO 4C,CI.004/GP3250/17/7.1.1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-83611,12/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Seguimiento Plan Obras Atraso,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_325017_070101_CON_ATRASO_UF2-4.pdf
3236,5,CONSORCIO 4C,CI.004/GP271717/7.1.11,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-02482,27/07/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Incumplimiento del PMT Frentes Obra UF2,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_271717_070111_CON_INCUMPL_PMT_FRENTE_OBRAUF2.pdf
3238,3,CONCESIÓN ALTO MAGDALENA S.A.S,NO IDENTIFICADO,Consorcio 4C,CI.004/GP2651/17/7.4.1,17/07/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Avalúos Comunicación ALMA-2017-2751,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_265117_070401_CON_AVALUO_PREDIAL_ALMA-2751.pdf
3237,3,CONSORCIO 4C,CI.004/GP2150/17/7.1.7,AGENCIA NACIONAL DE INFRAESTRUCTURA – ANI,20174090391132,10/04/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Atención solicitud concepto compromiso presidencia Puente Peatonal – Puerto Bogotá,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_215017_070107_ANI_CONCEPTO PTEPEATONALUF4PTOBGTA.pdf
3240,3,CONSORCIO 4C,CI.004/GP2108/17/7.1.3,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-0791,04/04/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Modificaciones a Diseño Geométrico UF4. Respuesta a comunicación ALMA-2017-0791,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_210817_070103_CON_MODIFICACIONES_DISEÑO-GEOMETRICO.pdf
3239,5,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,Consorcio 4C,CI.004/GP2105/17/7.4.1,04/04/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Observaciones Fichas Prediales UF 2 Respuesta ALMA-2017-1088.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_210517_070401_CON_OBS_ALMA-1088.pdf
3242,3,CONSORCIO 4C,CI.004/GP1935/17/7.4.1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-00736,03/03/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Certificaciones Uso del Suelo UF 3. Respuesta ALMA-2017-0419 y ALMA-2017-0423.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_193517_070401_CON_CERT_USO_ALMA-0423-0419.pdf
3241,12,CONSORCIO 4C,CI.004/GP1812/17/7.5,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-00482,07/02/2017,Ref. Contrato de Concesión Honda – Girardot – Puerto Salgar Observaciones Memoria Técnica DIC 2016 Respuesta a comunicación ALMA-2017-0258,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_181217_070500_ALMA_2017_0258_MEMOR_TECNIC_DIC_2016.pdf
3243,3,CONSORCIO 4C,CI.004/GP3422/17/7.1.3,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-04008,16/11/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Nueva Solicitud Información Tensionamiento Respuesta comunicado ALMA 2017-4252,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_342217_070103_CON_TENSIONAMIENTO_CABLES_ALMA-4252 (1).pdf
3244,4,CONSORCIO 4C,CI.004/GP3317/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-03733,25/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Zona de Nivelación Topográfica K97+400 UF4.2,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_331717_070108_IMPACT_ZNT_K97+400_UF4.2.pdf
3245,4,CONCESIÓN ALTO MAGDALENA S.A.S,NO IDENTIFICADO,CONSORCIO 4C,GP202917/070101,18/03/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Fe de erratas.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_202917_070101_CON_FE_ERRATAS_POC.pdf
3246,4,CONSORCIO 4C,CI.004/GP3057/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-03208,20/09/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Seguimiento Condiciones de trabajo UF 3,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_305717_070108_CON_CONDSEG_UF3.pdf
3248,3,Consorcio 4C,CI.004/GP2344/17/7.1.8,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-01680,23/05/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Incumplimiento Resolución 1409 del 2012 Pila 1,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_234417_070108_CON_INCUMP_TSA_PILA11.pdf
3247,4,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,CI.004/GP3429/17/7.3.2,16/11/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Rta. ALMA-2017-4505. Resultado Medición Niveles de Servicio Octubre de 2017,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_342917_070302_CON_NIVEL-SERV_OCTUBRE-2017_ALMA-4505 (1).pdf
3249,4,CONSORCIO 4C,CI.004/GP3180/17/7.1.3,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-03467,05/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Atraso Actividades Constructivas Pesaje K9 UF2,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_318017_070103_CON_ATRASO_PESAJE_UF2.pdf
3250,4,CONSORCIO 4C,CI.004/GP3187/17/7.1.15,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-03475,05/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Afectación Red Acueducto Nariño.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_318717_070115_CON_AFECT_ACUE_NARIÑO.pdf
3252,3,CONSORCIO 4C,CI.004/GP3635/17/7.4.2,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-04496,26/12/2017,"Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Revisión Fichas Sociales. Respuesta a Comunicaciones ALMA-2017-4829, ALMA-2017-4830, ALMA-2017-5067",15_01_Cartas_Enviadas/RADICADAS/2017/CI004_363517_070402_CON_FICHAS_SOCIALES_ RTAALMA-4829-4830-5067.pdf
3251,4,Consorcio 4C,CI.004/GP2519/17/7.4.1,CONCESIÓN ALTO MAGDALENA S.A.S,ALMA-R-2017-02098,27/06/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Avalúos ALMA-2017-2368 y ALMA-2017-2313,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_251917_070401_2CON_AVALUOS_ALMA-2368-2313.1 (1).pdf
3256,3,FERNANDO VALBUENA,NO IDENTIFICADO,CONSORCIO 4C,CI.004/GP1948/17/7.1.9,08/03/2017,Ref. Contrato de Interventoría ANI 145 de 2014 Concesión Honda – Girardot – Puerto Salgar Derecho de Petición,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_194817_070109_FV_DERECHO_PETICION_VALVUENA.pdf
3254,14,Consorcio 4C,CI.004/GP2897/17/5.3,AGENCIA NACIONAL DE INFRAESTRUCTURA – ANI,20174090920842,29/08/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Alcance Proyecto de Otrosí 7,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_289717_050300_ANI_ANALISIS_CENTRO_POBLADO_OTROSI7_.pdf
3253,3,CONCESIÓN ALTO MAGDALENA S.A.S.,NO IDENTIFICADO,CONSORCIO 4C,CI.004/GP3313/17/7.1.7,23/10/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar Revisión Diseño Geométrico. K0+000/600 UF2,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_331317_070107_CON_DISGEOME_K0UF2 R1.pdf
3255,2,Consorcio 4C,CI.004/GP2181/17/7.4.1,CONCESIÓN ALTO MAGDALENA S.A.S.,ALMA-R-2017-1218,19/04/2017,Ref. Contrato de Concesión 003 de 2014 Concesión Honda – Girardot – Puerto Salgar. Observaciones Fichas Prediales UF 3 Respuesta ALMA-2017-1218 y ALMA-2017-1249.,15_01_Cartas_Enviadas/RADICADAS/2017/CI004_218117_070401_CON_OBS_ALMA-1218-1249.pdf
